park_states,park_parkCode,park_designation,park_fullName,park_url,park_name,id,name
OR,orca,National Monument & Preserve,Oregon Caves National Monument & Preserve,https://www.nps.gov/orca/index.htm,Oregon Caves,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
"ID,KS,MO,NE,OR,WA,WY",oreg,National Historic Trail,Oregon National Historic Trail,https://www.nps.gov/oreg/index.htm,Oregon,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
AZ,orpi,National Monument,Organ Pipe Cactus National Monument,https://www.nps.gov/orpi/index.htm,Organ Pipe Cactus,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
"NC,SC,TN,VA",ovvi,National Historic Trail,Overmountain Victory National Historic Trail,https://www.nps.gov/ovvi/index.htm,Overmountain Victory,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
MD,oxhi,,Oxon Cove  Park & Oxon Hill Farm,https://www.nps.gov/oxhi/index.htm,Oxon Cove  Park & Oxon Hill Farm,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
MO,ozar,National Scenic Riverways,Ozark National Scenic Riverways,https://www.nps.gov/ozar/index.htm,Ozark,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
TX,paal,National Historical Park,Palo Alto Battlefield National Historical Park,https://www.nps.gov/paal/index.htm,Palo Alto Battlefield,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
DC,paav,,Pennsylvania Avenue,https://www.nps.gov/paav/index.htm,Pennsylvania Avenue,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
NJ,pagr,National Historical Park,Paterson Great Falls National Historical Park,https://www.nps.gov/pagr/index.htm,Paterson Great Falls,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
NM,peco,National Historical Park,Pecos National Historical Park,https://www.nps.gov/peco/index.htm,Pecos,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
AZ,pefo,National Park,Petrified Forest National Park,https://www.nps.gov/pefo/index.htm,Petrified Forest,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
AR,peri,National Military Park,Pea Ridge National Military Park,https://www.nps.gov/peri/index.htm,Pea Ridge,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
VA,pete,National Battlefield,Petersburg National Battlefield,https://www.nps.gov/pete/index.htm,Petersburg,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
MN,pipe,National Monument,Pipestone National Monument,https://www.nps.gov/pipe/index.htm,Pipestone,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
MI,piro,National Lakeshore,Pictured Rocks National Lakeshore,https://www.nps.gov/piro/index.htm,Pictured Rocks,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
AZ,pisp,National Monument,Pipe Spring National Monument,https://www.nps.gov/pisp/index.htm,Pipe Spring,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
CA,poch,National Memorial,Port Chicago Naval Magazine National Memorial,https://www.nps.gov/poch/index.htm,Port Chicago Naval Magazine,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
"CA,CO,KS,MO,NE,NV,UT,WY",poex,National Historic Trail,Pony Express National Historic Trail,https://www.nps.gov/poex/index.htm,Pony Express,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
"DC,MD,PA,VA",pohe,National Scenic Trail,Potomac Heritage National Scenic Trail,https://www.nps.gov/pohe/index.htm,Potomac Heritage,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
LA,popo,National Monument,Poverty Point National Monument,https://www.nps.gov/popo/index.htm,Poverty Point,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
CA,pore,National Seashore,Point Reyes National Seashore,https://www.nps.gov/pore/index.htm,Point Reyes,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours
